host_time_utc,host_monotonic_s,phase,requested_armed,requested_channels_forward_right_down_yaw,sent,transport_open,session_confirmed,telemetry_fresh,telemetry_age_s,telemetry_sequence,mcu_tick_ms,state,telemetry_armed,telemetry_failsafe,command_status,reject_flags,last_command_session,last_command_sequence,last_command_crc,command_count,rejected_command_count,round_trip_ms,imu_quat_wxyz,imu_angular_velocity_xyz_rad_s,imu_linear_acceleration_xyz_m_s2,yaw_rad,yaw_rate_rad_s,depth_m,pressure_pa,received_channels_forward_right_down_yaw,applied_motor_throttle_m1_m8,motor_rpm_m1_m8,rpm_valid_mask,execution_feedback_valid,rpm_available,vision_fresh,vision_age_s,vision_count,vision_stamp_s,vision_frame_id,vision_position_xyz_m,vision_quat_xyzw,vision_covariance_diag,vision_status_age_s,vision_status_count,vision_detected,vision_detected_ids,vision_pnp_valid,vision_pnp_reprojection_error_px,vision_decision_margin,vision_detection_fps,refracted_status_age_s,refracted_status_count,refracted_mode,refracted_valid,refracted_residual_m,refracted_reject_reason
2026-08-11T12:48:58.194494+00:00,1239933.662050209,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,"[NaN,NaN,NaN]","[NaN,NaN,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN]",,0,0,[],0,,,,,0,,0,,
2026-08-11T12:48:58.245998+00:00,1239933.712850338,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2438,121951,1,0,0,1,0,1941134246,0,40743,1,0,51,"[0.6338557004928589,-0.021968984976410866,0.03105098009109497,-0.7725154757499695]","[-0.017869746312499046,-0.0014411357697099447,0.007314360700547695]","[-0.1437399983406067,-0.7214540243148804,9.793482780456543]",-1.767555,0.0073143607,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",223,1,1,1,0.000101,1,1786452538.203409433,pool_world,"[0.8065020477817548,-0.4667879483049932,1.0949097671395471]","[0.5999901168358703,0.7999724142719415,0.007385641548747408,-0.001203495788697757]","[0.05,0.05,0.05,0.2,0.2,0.2]",,0,0,[],0,,,,,0,,0,,
2026-08-11T12:48:58.295041+00:00,1239933.762197888,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2439,122001,1,0,0,1,0,1941134246,1,43727,2,0,49,"[0.6338515877723694,-0.022199975326657295,0.031324971467256546,-0.7725011706352234]","[-0.014818665571510792,-0.00019769345817621797,0.008533612824976444]","[-0.14379900693893433,-0.7359600067138672,9.788897514343262]",-1.76754475,0.00853361282,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",221,1,1,1,0.049448,1,1786452538.203409433,pool_world,"[0.8065020477817548,-0.4667879483049932,1.0949097671395471]","[0.5999901168358703,0.7999724142719415,0.007385641548747408,-0.001203495788697757]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.000101,1,1,[16],1,0.056715,133.496063,93.609514,,0,,0,,
2026-08-11T12:48:58.345317+00:00,1239933.812298631,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2440,122051,1,0,0,1,0,1941134246,2,59351,3,0,50,"[0.6338514685630798,-0.022320982068777084,0.03155897557735443,-0.7724882960319519]","[-0.011352913454174995,0.0018440450076013803,0.007294778246432543]","[-0.11738300323486328,-0.7278349995613098,9.751501083374023]",-1.76753426,0.00729477825,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",255,1,1,1,0.099549,1,1786452538.203409433,pool_world,"[0.8065020477817548,-0.4667879483049932,1.0949097671395471]","[0.5999901168358703,0.7999724142719415,0.007385641548747408,-0.001203495788697757]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.050202,1,1,[16],1,0.056715,133.496063,93.609514,0.000118,1,air,1,0.056498,air_pinhole_pose_pressure_depth_z
2026-08-11T12:48:58.395222+00:00,1239933.861927092,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2441,122101,1,0,0,1,0,1941134246,3,63049,4,0,50,"[0.6338470578193665,-0.022326990962028503,0.03177998960018158,-0.7724826335906982]","[-0.009302377700805664,0.0053737470880150795,0.007855883799493313]","[-0.09103299677371979,-0.7300859689712524,9.717453956604004]",-1.76754534,0.0078558838,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",255,1,1,1,0.149177,1,1786452538.203409433,pool_world,"[0.8065020477817548,-0.4667879483049932,1.0949097671395471]","[0.5999901168358703,0.7999724142719415,0.007385641548747408,-0.001203495788697757]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.099830,1,1,[16],1,0.056715,133.496063,93.609514,0.049746,1,air,1,0.056498,air_pinhole_pose_pressure_depth_z
2026-08-11T12:48:58.445927+00:00,1239933.912767024,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2442,122151,1,0,0,1,0,1941134246,4,49260,5,0,51,"[0.6338511109352112,-0.022220972925424576,0.03198196366429329,-0.7724741101264954]","[-0.004419383592903614,0.007221509702503681,0.008463695645332336]","[-0.08624099940061569,-0.7277389764785767,9.71507453918457]",-1.7675451,0.00846369565,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",255,1,1,1,0.000087,2,1786452538.235715151,pool_world,"[0.8069915815673184,-0.46692235844298363,1.0949097671395471]","[0.6000000003217982,0.799968571224096,0.007078537984247964,0.0004230455367016181]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.150670,1,1,[16],1,0.056715,133.496063,93.609514,0.100586,1,air,1,0.056498,air_pinhole_pose_pressure_depth_z
2026-08-11T12:48:58.494885+00:00,1239933.962190616,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2443,122201,1,0,0,1,0,1941134246,5,31098,6,0,49,"[0.6338457465171814,-0.022031987085938454,0.03213697671890259,-0.7724774479866028]","[-0.004394163377583027,0.011596106924116611,0.008997747674584389]","[-0.08629599958658218,-0.7299609780311584,9.72710132598877]",-1.76757658,0.00899774767,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",255,1,1,1,0.049510,2,1786452538.235715151,pool_world,"[0.8069915815673184,-0.46692235844298363,1.0949097671395471]","[0.6000000003217982,0.799968571224096,0.007078537984247964,0.0004230455367016181]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.000090,2,1,[16],1,0.064899,136.627274,93.351669,0.150010,1,air,1,0.056498,air_pinhole_pose_pressure_depth_z
2026-08-11T12:48:58.544873+00:00,1239934.012182638,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2444,122251,1,0,0,1,0,1941134246,6,52323,7,0,50,"[0.6338422298431396,-0.021748989820480347,0.03224998340010643,-0.7724836468696594]","[-0.0007490254938602448,0.00968556571751833,0.007830175571143627]","[-0.08140700310468674,-0.7206550240516663,9.707831382751465]",-1.76761174,0.00783017557,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",255,1,1,1,0.099502,2,1786452538.235715151,pool_world,"[0.8069915815673184,-0.46692235844298363,1.0949097671395471]","[0.6000000003217982,0.799968571224096,0.007078537984247964,0.0004230455367016181]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.050082,2,1,[16],1,0.064899,136.627274,93.351669,0.000088,2,air,1,0.064709,air_pinhole_pose_pressure_depth_z
2026-08-11T12:48:58.595024+00:00,1239934.061913641,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2445,122301,1,0,0,1,0,1941134246,7,56829,8,0,50,"[0.633826494216919,-0.02141299471259117,0.03229999542236328,-0.7725038528442383]","[0.0029232343658804893,0.012788865715265274,0.00840849056839943]","[-0.06474500149488449,-0.7107430100440979,9.731864929199219]",-1.76768291,0.00840849057,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",255,1,1,1,0.149233,2,1786452538.235715151,pool_world,"[0.8069915815673184,-0.46692235844298363,1.0949097671395471]","[0.6000000003217982,0.799968571224096,0.007078537984247964,0.0004230455367016181]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.099813,2,1,[16],1,0.064899,136.627274,93.351669,0.049819,2,air,1,0.064709,air_pinhole_pose_pressure_depth_z
2026-08-11T12:48:58.645638+00:00,1239934.112671843,static_trim_cad_centered_camera_retry,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,2446,122351,1,0,0,1,0,1941134246,8,1457,9,0,51,"[0.6338090300559998,-0.021020982414484024,0.03231297433376312,-0.7725284099578857]","[0.005359469912946224,0.012118449434638023,0.005988521501421928]","[-0.04249199852347374,-0.7108089923858643,9.734519958496094]",-1.7677629,0.0059885215,0,0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",255,1,1,1,0.000074,3,1786452538.268361568,pool_world,"[0.8072619792801222,-0.4669754516637643,1.0949097671395471]","[0.6000742557509179,0.7999191628332591,0.006337323109482025,-0.00024259622026155577]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.150571,2,1,[16],1,0.064899,136.627274,93.351669,0.100577,2,air,1,0.064709,air_pinhole_pose_pressure_depth_z
