host_time_utc,host_monotonic_s,gst_pts_s,frame_index,image_width_px,image_height_px,left_stem_x_px,left_stem_y_px,left_stem_width_px,left_stem_height_px,left_stem_area_px,right_stem_x_px,right_stem_y_px,right_stem_width_px,right_stem_height_px,right_stem_area_px
2026-08-12T13:37:26.405801+00:00,14621.682839887,4.396052084,30,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.442826+00:00,14621.717423798,4.432051036,31,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.474812+00:00,14621.749704914,4.464049996,32,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.503955+00:00,14621.780576674,4.496060075,33,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.542600+00:00,14621.819039740,4.532047941,34,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.577861+00:00,14621.853030243,4.564046926,35,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.606832+00:00,14621.884256961,4.600045919,36,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.644068+00:00,14621.919349260,4.632044920,37,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.675899+00:00,14621.953455843,4.668032818,38,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.714780+00:00,14621.986562702,4.700042946,39,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.739681+00:00,14622.016814934,4.732053082,40,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.779241+00:00,14622.054303462,4.768041004,41,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.816784+00:00,14622.088806503,4.800040044,42,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.842271+00:00,14622.119919015,4.836039092,43,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.877662+00:00,14622.154206500,4.868049259,44,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.920175+00:00,14622.193060396,4.904037211,45,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.946407+00:00,14622.221712041,4.936036282,46,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:26.986483+00:00,14622.262055012,4.972057582,47,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.018174+00:00,14622.293435074,5.004023334,48,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
