host_time_utc,host_monotonic_s,phase,requested_armed,requested_channels_forward_right_down_yaw,sent,transport_open,session_confirmed,telemetry_fresh,telemetry_age_s,telemetry_sequence,mcu_tick_ms,state,telemetry_armed,telemetry_failsafe,command_status,reject_flags,last_command_session,last_command_sequence,last_command_crc,command_count,rejected_command_count,round_trip_ms,imu_quat_wxyz,imu_angular_velocity_xyz_rad_s,imu_linear_acceleration_xyz_m_s2,yaw_rad,yaw_rate_rad_s,depth_m,pressure_pa,received_channels_forward_right_down_yaw,applied_motor_throttle_m1_m8,motor_rpm_m1_m8,rpm_valid_mask,execution_feedback_valid,rpm_available,vision_fresh,vision_age_s,vision_count,vision_stamp_s,vision_frame_id,vision_position_xyz_m,vision_quat_xyzw,vision_covariance_diag,vision_status_age_s,vision_status_count,vision_detected,vision_detected_ids,vision_pnp_valid,vision_pnp_reprojection_error_px,vision_decision_margin,vision_detection_fps,refracted_status_age_s,refracted_status_count,refracted_mode,refracted_valid,refracted_residual_m,refracted_reject_reason
2026-08-11T13:01:04.701917+00:00,1240660.169541981,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,"[NaN,NaN,NaN]","[NaN,NaN,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN]",,0,0,[],0,,,,,0,,0,,
2026-08-11T13:01:04.753953+00:00,1240660.220520310,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,540,27050,1,0,0,1,0,3002210086,0,25675,1,0,52,"[0.8062198162078857,-0.0269059706479311,0.02337997406721115,-0.5905413627624512]","[-0.003228597342967987,0.000890397175680846,0.0018557040020823479]","[0.014162999577820301,-0.7144280076026917,9.672855377197266]",-1.26460028,0.001855704,0.0480612218,471,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",240,1,1,1,0.000101,1,1786453264.718688011,pool_world,"[0.8814674187388303,-0.4365497590388419,1.0949097671395471]","[0.6123857802806801,0.7905145323544521,0.005862342490175298,-0.006005263272533236]","[0.05,0.05,0.05,0.2,0.2,0.2]",,0,0,[],0,,,,,0,,0,,
2026-08-11T13:01:04.802393+00:00,1240660.269658691,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,541,27100,1,0,0,1,0,3002210086,1,8044,2,0,49,"[0.8062260150909424,-0.026890987530350685,0.02337898686528206,-0.5905336737632751]","[-0.00019346975022926927,-0.0010084861423820257,0.0012958894949406385]","[0.011761000379920006,-0.7094230055809021,9.684747695922852]",-1.26458108,0.00129588949,0.0480612218,471,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",240,1,1,1,0.049239,1,1786453264.718688011,pool_world,"[0.8814674187388303,-0.4365497590388419,1.0949097671395471]","[0.6123857802806801,0.7905145323544521,0.005862342490175298,-0.006005263272533236]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.000099,1,1,"[15,16]",1,0.051417,125.684311,92.952393,,0,,0,,
2026-08-11T13:01:04.852922+00:00,1240660.319743357,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,542,27150,1,0,0,1,0,3002210086,2,8414,3,0,50,"[0.8062261343002319,-0.026891982182860374,0.023348983377218246,-0.5905346274375916]","[-0.00017570231284480542,0.0021184110082685947,0.0018520387820899487]","[0.014171999879181385,-0.7046229839324951,9.68470573425293]",-1.26458061,0.00185203878,0.0486734696,477,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",240,1,1,1,0.099324,1,1786453264.718688011,pool_world,"[0.8814674187388303,-0.4365497590388419,1.0949097671395471]","[0.6123857802806801,0.7905145323544521,0.005862342490175298,-0.006005263272533236]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.050184,1,1,"[15,16]",1,0.051417,125.684311,92.952393,0.000110,1,air,1,0.142552,air_pinhole_pose_pressure_depth_z
2026-08-11T13:01:04.902291+00:00,1240660.369474279,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,543,27200,1,0,0,1,0,3002210086,3,62145,4,0,49,"[0.8062343597412109,-0.026874996721744537,0.02333199419081211,-0.5905248522758484]","[-0.001398619613610208,0.0008554731612093747,3.241076410631649e-05]","[0.007025000173598528,-0.7046269774436951,9.682225227355957]",-1.26455474,3.24107641e-05,0.0486734696,477,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",112,1,1,1,0.149055,1,1786453264.718688011,pool_world,"[0.8814674187388303,-0.4365497590388419,1.0949097671395471]","[0.6123857802806801,0.7905145323544521,0.005862342490175298,-0.006005263272533236]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.099915,1,1,"[15,16]",1,0.051417,125.684311,92.952393,0.049841,1,air,1,0.142552,air_pinhole_pose_pressure_depth_z
2026-08-11T13:01:04.953164+00:00,1240660.420208091,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,544,27250,1,0,0,1,0,3002210086,4,20633,5,0,51,"[0.806232213973999,-0.026851968839764595,0.023294972255825996,-0.590530276298523]","[-0.00039840632234700024,-0.0016464389627799392,8.281587361125275e-05]","[-0.013838999904692173,-0.709434986114502,9.728432655334473]",-1.26456463,8.28158736e-05,0.0416326523,408,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",240,1,1,1,0.000063,2,1786453264.751496077,pool_world,"[0.881758988851155,-0.43660228469039347,1.0949097671395471]","[0.6125875669775545,0.790361712724644,0.005767633914440955,-0.005618740296258334]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.150649,1,1,"[15,16]",1,0.051417,125.684311,92.952393,0.100575,1,air,1,0.142552,air_pinhole_pose_pressure_depth_z
2026-08-11T13:01:05.002510+00:00,1240660.469717267,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,545,27300,1,0,0,1,0,3002210086,5,584,6,0,50,"[0.8062313795089722,-0.026840995997190475,0.02326999418437481,-0.5905328989028931]","[-0.0012054814724251628,-0.00037294195499271154,0.0016863022465258837]","[-0.012198000214993954,-0.7063819766044617,9.71881103515625]",-1.26456869,0.00168630225,0.0416326523,408,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",240,1,1,1,0.049572,2,1786453264.751496077,pool_world,"[0.881758988851155,-0.43660228469039347,1.0949097671395471]","[0.6125875669775545,0.790361712724644,0.005767633914440955,-0.005618740296258334]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.000100,2,1,"[15,16]",1,0.035408,124.839027,91.884785,0.150084,1,air,1,0.142552,air_pinhole_pose_pressure_depth_z
2026-08-11T13:01:05.052678+00:00,1240660.519716186,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,546,27350,1,0,0,1,0,3002210086,6,26278,7,0,50,"[0.8062246441841125,-0.026799974963068962,0.02323097735643387,-0.5905454158782959]","[0.0004221776907797903,0.00024296728952322155,0.001888917526230216]","[-0.048177000135183334,-0.7151910066604614,9.760907173156738]",-1.26459599,0.00188891753,0.0372448973,365,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",240,1,1,1,0.099571,2,1786453264.751496077,pool_world,"[0.881758988851155,-0.43660228469039347,1.0949097671395471]","[0.6125875669775545,0.790361712724644,0.005767633914440955,-0.005618740296258334]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.050099,2,1,"[15,16]",1,0.035408,124.839027,91.884785,0.000112,2,air,1,0.148762,air_pinhole_pose_pressure_depth_z
2026-08-11T13:01:05.103146+00:00,1240660.569539822,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,547,27400,1,0,0,1,0,3002210086,7,10823,8,0,50,"[0.8062258958816528,-0.02676296979188919,0.02318297140300274,-0.5905472636222839]","[-0.0001859997573774308,0.00023917993530631065,0.0012737761717289686]","[-0.043375998735427856,-0.7079600095748901,9.763254165649414]",-1.26459587,0.00127377617,0.0372448973,365,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",240,1,1,1,0.149395,2,1786453264.751496077,pool_world,"[0.881758988851155,-0.43660228469039347,1.0949097671395471]","[0.6125875669775545,0.790361712724644,0.005767633914440955,-0.005618740296258334]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.099922,2,1,"[15,16]",1,0.035408,124.839027,91.884785,0.049935,2,air,1,0.148762,air_pinhole_pose_pressure_depth_z
2026-08-11T13:01:05.154199+00:00,1240660.620567871,static_trim_cad_centered_camera_pressure_fix,0,"[0.0,0.0,0.0,0.0]",1,1,1,1,0.000000,548,27450,1,0,0,1,0,3002210086,8,39314,9,0,51,"[0.8062167763710022,-0.026744987815618515,0.02315198816359043,-0.5905616879463196]","[-0.00017388715059496462,0.0021029997151345015,0.0006291388417594135]","[-0.04339300096035004,-0.7078869938850403,9.768050193786621]",-1.26462865,0.000629138842,0.0284693874,279,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",112,1,1,1,0.000099,3,1786453264.780857563,pool_world,"[0.8817055420242256,-0.4365774035431637,1.0949097671395471]","[0.6125589807285378,0.7903846770358911,0.005661166685172345,-0.005613254621684601]","[0.05,0.05,0.05,0.2,0.2,0.2]",0.150950,2,1,"[15,16]",1,0.035408,124.839027,91.884785,0.100963,2,air,1,0.148762,air_pinhole_pose_pressure_depth_z
