host_time_utc,host_monotonic_s,gst_pts_s,frame_index,image_width_px,image_height_px,left_stem_x_px,left_stem_y_px,left_stem_width_px,left_stem_height_px,left_stem_area_px,right_stem_x_px,right_stem_y_px,right_stem_width_px,right_stem_height_px,right_stem_area_px
2026-08-12T13:35:16.178800+00:00,14491.456464442,2.956609941,15,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.212621+00:00,14491.490304535,2.988608895,16,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.245716+00:00,14491.520907940,3.024607858,17,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.272886+00:00,14491.552229125,3.056617940,18,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.315233+00:00,14491.591026567,3.092605808,19,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.340859+00:00,14491.620018170,3.124604796,20,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.378872+00:00,14491.657430323,3.160592681,21,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.412173+00:00,14491.689945800,3.192602796,22,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.439454+00:00,14491.718878196,3.224612919,23,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.484778+00:00,14491.761606230,3.260600828,24,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.511105+00:00,14491.789110311,3.292622077,25,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.549792+00:00,14491.824110249,3.328598890,26,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.578618+00:00,14491.856940634,3.360597933,27,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.621686+00:00,14491.896136794,3.396596984,28,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.649460+00:00,14491.925264507,3.428584931,29,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.684712+00:00,14491.960736845,3.464583997,30,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.721455+00:00,14491.999938577,3.496594181,31,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.751592+00:00,14492.030817323,3.528604373,32,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.786285+00:00,14492.061832875,3.564592350,33,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.815819+00:00,14492.094934970,3.596591445,34,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.853743+00:00,14492.131467034,3.632579436,35,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.887576+00:00,14492.160956164,3.664600768,36,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.924132+00:00,14492.203416045,3.700577663,37,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.951069+00:00,14492.229948056,3.732587898,38,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:16.988663+00:00,14492.265438685,3.764598140,39,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:17.018768+00:00,14492.297268119,3.800586167,40,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:17.057890+00:00,14492.336312026,3.832585312,41,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:17.087853+00:00,14492.366345906,3.868584463,42,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:17.122638+00:00,14492.398930533,3.900583621,43,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:17.162980+00:00,14492.437653039,3.936571675,44,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:17.189109+00:00,14492.466207725,3.968581958,45,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:35:17.223141+00:00,14492.501453843,4.004581136,46,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
