host_time_utc,host_monotonic_s,phase,requested_armed,requested_channels_forward_right_down_yaw,sent,transport_open,session_confirmed,telemetry_fresh,telemetry_age_s,telemetry_sequence,mcu_tick_ms,state,telemetry_armed,telemetry_failsafe,command_status,reject_flags,last_command_session,last_command_sequence,last_command_crc,command_count,rejected_command_count,round_trip_ms,imu_quat_wxyz,imu_angular_velocity_xyz_rad_s,imu_linear_acceleration_xyz_m_s2,yaw_rad,yaw_rate_rad_s,depth_m,pressure_pa,received_channels_forward_right_down_yaw,applied_motor_throttle_m1_m8,motor_rpm_m1_m8,rpm_valid_mask,execution_feedback_valid,rpm_available,vision_fresh,vision_age_s,vision_count,vision_stamp_s,vision_frame_id,vision_position_xyz_m,vision_quat_xyzw,vision_covariance_diag,vision_status_age_s,vision_status_count,vision_detected,vision_detected_ids,vision_pnp_valid,vision_pnp_reprojection_error_px,vision_decision_margin,vision_detection_fps,refracted_status_age_s,refracted_status_count,refracted_mode,refracted_valid,refracted_residual_m,refracted_reject_reason,telemetry_protocol,udp_source,telemetry_status_flags,raw_frame_hex,udp_datagram_count,udp_byte_count,parser_dropped_bytes,parser_crc_errors,parser_decode_errors
2026-08-11T09:35:17.173303+00:00,1228312.641081085,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29471,4912231,,,,,,,,,,,,"[0.40583816170692444,-0.017774006351828575,-0.02932901121675968,0.9133012890815735]","[-0.0021276262123137712,-0.011231821961700916,0.030822517350316048]","[-0.050216998904943466,-0.6600760221481323,9.74567985534668]",,,0.210232779,2060.28125,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712666371,a55a010154001f7367f44a0005cacf3ecb9a91bc6543f0bc1dce693fa56f0bbbad0538bc817ffc3c57b04dbdbefa28bf4eee1b414347573e80c400450301b0a10700000000000000000000000000000000000000000000000000000000000000825b,2,98,0,0,0
2026-08-11T09:35:17.183358+00:00,1228312.651151694,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29472,4912241,,,,,,,,,,,,"[0.40569832921028137,-0.01771901547908783,-0.029358021914958954,0.9133635759353638]","[-0.0033496359828859568,-0.012502473779022694,0.028391428291797638]","[-0.04313899949193001,-0.6696209907531738,9.753096580505371]",,,0.210232779,2060.28125,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712731907,a55a01015400207371f44a00b1b7cf3e782791bc3c80f0bc32d2693f91855bbb2dd74cbc2495e83c85b230bd486c2bbfaf0c1c414347573e80c400450301b1a10700000000000000000000000000000000000000000000000000000000000000539a,4,196,0,0,0
2026-08-11T09:35:17.192865+00:00,1228312.660636731,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29473,4912251,,,,,,,,,,,,"[0.40556323528289795,-0.017665011808276176,-0.029390020295977592,0.9134235978126526]","[-0.004163570236414671,-0.0124818105250597,0.029609406366944313]","[-0.05657900124788284,-0.6575809717178345,9.749567985534668]",,,0.210232779,2060.28125,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712731907,a55a0101540021737bf44a00fca5cf3e37b690bc57c3f0bc21d6693f8f6e88bb82804cbc6d8ff23c62bf67bd3a5728bf3bfe1b414347573e80c400450301b1a107000000000000000000000000000000000000000000000000000000000000001b92,6,294,0,0,0
2026-08-11T09:35:17.202493+00:00,1228312.670210314,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29474,4912261,,,,,,,,,,,,"[0.4054204225540161,-0.017608018592000008,-0.029426028952002525,0.9134869575500488]","[-0.004577090963721275,-0.013726875185966492,0.02962905913591385]","[-0.052671000361442566,-0.6646929979324341,9.757713317871094]",,,0.210232779,2060.28125,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712731907,a55a01015400227385f44a004493cf3eb13e90bcdb0ef1bc48da693f6cfb95bbb0e660bca4b8f23c8cbd57bd52292abf981f1c414347573e80c400450301b1a107000000000000000000000000000000000000000000000000000000000000003339,8,392,0,0,0
2026-08-11T09:35:17.212717+00:00,1228312.680369150,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29475,4912271,,,,,,,,,,,,"[0.40527307987213135,-0.017549004405736923,-0.029465006664395332,0.9135522246360779]","[-0.004580704029649496,-0.013696017675101757,0.03207487612962723]","[-0.04556199908256531,-0.6620630025863647,9.774548530578613]",,,0.210336417,2061.29688,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712731907,a55a0101540023738ff44a00f47fcf3eeec28fbc9960f1bc8fde693fbb1996bb436560bcf260033d389f3abdf67c29bf8d641c416e62573ec0d400450301b1a10700000000000000000000000000000000000000000000000000000000000000170a,10,490,0,0,0
2026-08-11T09:35:17.224838+00:00,1228312.692435483,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29476,4912281,,,,,,,,,,,,"[0.40512731671333313,-0.01748601533472538,-0.02950202487409115,0.9136168956756592]","[-0.004593828693032265,-0.016206813976168633,0.030896201729774475]","[-0.059838999062776566,-0.6621440052986145,9.764789581298828]",,,0.210336417,2061.29688,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712731907,a55a01015400247399f44a00d96ccf3ed53e8fbc3baef1bccce2693fd48796bb27c484bc081afd3cbd1975bd458229bf943c1c416e62573ec0d400450301b1a10700000000000000000000000000000000000000000000000000000000000000815f,12,588,0,0,0
2026-08-11T09:35:17.232578+00:00,1228312.700137935,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29477,4912291,,,,,,,,,,,,"[0.40498611330986023,-0.017424002289772034,-0.029545007273554802,0.9136792421340942]","[-0.0049881162121891975,-0.014556027948856354,0.029641345143318176]","[-0.05979900062084198,-0.6606749892234802,9.755972862243652]",,,0.210336417,2061.29688,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712797443,a55a010154002573a3f44a00575acf3ec8bc8ebc5f08f2bce2e6693f5a73a3bb687c6ebc68d2f23cccef74bdff2129bf77181c416e62573ec0d400450301b2a1070000000000000000000000000000000000000000000000000000000000000043cc,14,686,0,0,0
2026-08-11T09:35:17.242747+00:00,1228312.710314817,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29478,4912301,,,,,,,,,,,,"[0.4048440456390381,-0.017361003905534744,-0.0295840036123991,0.913742184638977]","[-0.003367281286045909,-0.01497469749301672,0.030270032584667206]","[-0.05262799933552742,-0.6599550247192383,9.752845764160156]",,,0.210336417,2061.29688,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712797443,a55a010154002673adf44a00b847cf3eaa388ebc275af2bc02eb693f9bad5cbb6f5875bcdcf8f73c759057bdd0f228bfa80b1c416e62573ec0d400450301b2a107000000000000000000000000000000000000000000000000000000000000009751,16,784,0,0,0
2026-08-11T09:35:17.253482+00:00,1228312.721061825,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29479,4912311,,,,,,,,,,,,"[0.40470317006111145,-0.01729300618171692,-0.029631011188030243,0.913804292678833]","[-0.007035841234028339,-0.017454182729125023,0.029680650681257248]","[-0.04069799929857254,-0.6674100160598755,9.741098403930664]",,,0.210428879,2062.20312,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712797443,a55a010154002773b7f44a004135cf3e10aa8dbcbcbcf2bc14ef693fea8ce6bb13fc8ebcd624f33cf2b226bd62db2abf8adb1b41ab7a573e40e300450301b2a107000000000000000000000000000000000000000000000000000000000000004c08,18,882,0,0,0
2026-08-11T09:35:17.262670+00:00,1228312.730264508,motor_mapping_M2_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,29480,4912321,,,,,,,,,,,,"[0.4045604467391968,-0.017224019393324852,-0.029686033725738525,0.9138669967651367]","[-0.003982928581535816,-0.01622617058455944,0.02967698499560356]","[-0.04549400135874748,-0.6820399761199951,9.726865768432617]",,,0.210428879,2062.20312,,,"[9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2712797443,a55a010154002873c1f44a008c22cf3e63198dbc2030f3bc30f3693f3a8382bbbfec84bc261df33ceb573abd2c9a2ebf3ea11b41ab7a573e40e300450301b2a1070000000000000000000000000000000000000000000000000000000000000057a5,20,980,0,0,0
