host_time_utc,host_monotonic_s,phase,requested_armed,requested_channels_forward_right_down_yaw,sent,transport_open,session_confirmed,telemetry_fresh,telemetry_age_s,telemetry_sequence,mcu_tick_ms,state,telemetry_armed,telemetry_failsafe,command_status,reject_flags,last_command_session,last_command_sequence,last_command_crc,command_count,rejected_command_count,round_trip_ms,imu_quat_wxyz,imu_angular_velocity_xyz_rad_s,imu_linear_acceleration_xyz_m_s2,yaw_rad,yaw_rate_rad_s,depth_m,pressure_pa,received_channels_forward_right_down_yaw,applied_motor_throttle_m1_m8,motor_rpm_m1_m8,rpm_valid_mask,execution_feedback_valid,rpm_available,vision_fresh,vision_age_s,vision_count,vision_stamp_s,vision_frame_id,vision_position_xyz_m,vision_quat_xyzw,vision_covariance_diag,vision_status_age_s,vision_status_count,vision_detected,vision_detected_ids,vision_pnp_valid,vision_pnp_reprojection_error_px,vision_decision_margin,vision_detection_fps,refracted_status_age_s,refracted_status_count,refracted_mode,refracted_valid,refracted_residual_m,refracted_reject_reason,telemetry_protocol,udp_source,telemetry_status_flags,raw_frame_hex,udp_datagram_count,udp_byte_count,parser_dropped_bytes,parser_crc_errors,parser_decode_errors
2026-08-11T09:36:38.260432+00:00,1228393.728190798,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37580,4993321,,,,,,,,,,,,"[0.4164354205131531,-0.018578020855784416,-0.031198032200336456,0.9084398746490479]","[0.02229778841137886,-0.014539988711476326,-0.02095894329249859]","[-0.1460690051317215,-0.699537992477417,9.809926986694336]",,,0.211143166,2069.20312,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2703950083,a55a01015400cc9229314c000637d53eef3098bc0493ffbc848f683fdaa9b63c22396ebc17b2abbc1d9315beec1433bf76f51c41ea35583e4053014503012ba1070000000700000000000000000000000000000000000000000000000000000010c1,2,98,0,0,0
2026-08-11T09:36:38.273494+00:00,1228393.741266625,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37581,4993331,,,,,,,,,,,,"[0.4165283143520355,-0.018448015674948692,-0.031119026243686676,0.9084027409553528]","[0.023510301485657692,-0.015810955315828323,-0.02215234749019146]","[-0.15811799466609955,-0.7014120221138,9.8410005569458]",,,0.211143166,2069.20312,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2703950083,a55a01015400cd9233314c003343d53e4b2097bc54edfebc158d683fad98c03cfa8581bcd778b5bcafe921bebd8f33bfbd741d41ea35583e4053014503012ba107000000070000000000000000000000000000000000000000000000000000008514,4,196,0,0,0
2026-08-11T09:36:38.281219+00:00,1228393.748981114,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37582,4993341,,,,,,,,,,,,"[0.4166252315044403,-0.018316011875867844,-0.031043019145727158,0.9083635210990906]","[0.02350759692490101,-0.01578783057630062,-0.020317988470196724]","[-0.09121499955654144,-0.7022330164909363,9.808197021484375]",,,0.211143166,2069.20312,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2703950083,a55a01015400ce923d314c00e74fd53e760b96bcee4dfebc838a683f0193c03c7b5581bce971a6bceecebabd8bc533bf60ee1c41ea35583e4053014503012ba10700000007000000000000000000000000000000000000000000000000000000ea88,6,294,0,0,0
2026-08-11T09:36:38.290537+00:00,1228393.758270898,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37583,4993351,,,,,,,,,,,,"[0.41671645641326904,-0.018180018290877342,-0.030969033017754555,0.9083269238471985]","[0.022894758731126785,-0.016407735645771027,-0.020310623571276665]","[0.0068419999442994595,-0.7062990069389343,9.730223655700684]",,,0.211143166,2069.20312,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2703950083,a55a01015400cf9247314c00dc5bd53e43ee94bcc5b2fdbc1d88683fca8dbb3c846986bc7762a6bcdb32e03b03d034bfffae1b41ea35583e4053014503012ba10700000007000000000000000000000000000000000000000000000000000000b8e3,8,392,0,0,0
2026-08-11T09:36:38.300484+00:00,1228393.768116653,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37584,4993361,,,,,,,,,,,,"[0.41680729389190674,-0.018040014430880547,-0.030891021713614464,0.9082907438278198]","[0.024710826575756073,-0.018291050568223,-0.020266380161046982]","[-0.016881000250577927,-0.6968969702720642,9.708223342895508]",,,0.211305797,2070.79688,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2703950083,a55a01015400d09251314c00c467d53ea7c893bc2b0ffdbcbe85683f5c6eca3c1dd795bcae05a6bc064a8abcd76732bfe2541b418c60583ec06c014503012ba107000000070000000000000000000000000000000000000000000000000000007175,10,490,0,0,0
2026-08-11T09:36:38.310419+00:00,1228393.778086569,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37585,4993371,,,,,,,,,,,,"[0.41689738631248474,-0.01790301688015461,-0.03080802969634533,0.9082549214363098]","[0.023909877985715866,-0.01663251779973507,-0.02111605927348137]","[-0.0854329988360405,-0.6925320029258728,9.762542724609375]",,,0.211305797,2070.79688,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2704015619,a55a01015400d1925b314c009373d53e59a992bc1f61fcbc6583683fa6dec33ceb4088bc96fbacbc7ff7aebdc74931bf60331c418c60583ec06c014503012ca10700000007000000000000000000000000000000000000000000000000000000a67c,12,588,0,0,0
2026-08-11T09:36:38.320519+00:00,1228393.788126507,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37586,4993381,,,,,,,,,,,,"[0.41699233651161194,-0.01776401326060295,-0.03073202446103096,0.9082165956497192]","[0.021670933812856674,-0.017662977799773216,-0.021518809720873833]","[-0.15564799308776855,-0.6870269775390625,9.838418960571289]",,,0.211305797,2070.79688,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2704015619,a55a01015400d29265314c000580d53ed68591bcbac1fbbce280683f3e87b13cf3b190bc3748b0bc30621fbe00e12fbf2a6a1d418c60583ec06c014503012ca10700000007000000000000000000000000000000000000000000000000000000ef39,14,686,0,0,0
2026-08-11T09:36:38.331375+00:00,1228393.799080204,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37587,4993391,,,,,,,,,,,,"[0.41708627343177795,-0.0176320131868124,-0.03066002018749714,0.908178448677063]","[0.02228940837085247,-0.015779957175254822,-0.02032538875937462]","[-0.09834899753332138,-0.6801480054855347,9.834178924560547]",,,0.211305797,2070.79688,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2704015619,a55a01015400d3926f314c00558cd53e037190bcb92afbbc627e683f4798b63cf84481bc6e81a6bc336bc9bd2e1e2ebfcc581d418c60583ec06c014503012ca10700000007000000000000000000000000000000000000000000000000000000079b,16,784,0,0,0
2026-08-11T09:36:38.340980+00:00,1228393.808623387,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37588,4993401,,,,,,,,,,,,"[0.4171733260154724,-0.017492013052105904,-0.03058602474629879,0.9081436991691589]","[0.02288922481238842,-0.017016157507896423,-0.01907665841281414]","[0.006901999935507774,-0.6868720054626465,9.741931915283203]",,,0.211305797,2070.79688,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2704015619,a55a01015400d49279314c00be97d53e694b8fbc8b8ffabc1b7c683f2f82bb3c78658bbca7469cbc2c2ae23bd8d62fbff4de1b418c60583ec06c014503012ca107000000070000000000000000000000000000000000000000000000000000007184,18,882,0,0,0
2026-08-11T09:36:38.351165+00:00,1228393.818776573,motor_mapping_M3_positive_010,0,"[0.0,0.0,0.0,0.0]",0,1,0,1,0.000000,37589,4993411,,,,,,,,,,,,"[0.4172632098197937,-0.01735900714993477,-0.030513012781739235,0.9081073999404907]","[0.02106376737356186,-0.01701977103948593,-0.0203106589615345]","[0.008573999628424644,-0.6839540004730225,9.723517417907715]",,,0.211461261,2072.32056,,,"[9.80908925027372e-45,9.80908925027372e-45,0.0,0.0,0.0,0.0,0.0,0.0]",,0,1,0,,,,,,,,,,,,,,,,,,,,,,finsim_v1_passive,192.168.0.2:49920,2704015619,a55a01015400d59283314c0086a3d53e7a348ebc6df6f9bcba79683fec8dac3c0c6d8bbc8a62a6bcf6790c3c9c172fbf87931b414d89583e2185014503012ca107000000070000000000000000000000000000000000000000000000000000005d11,20,980,0,0,0
